,BN_cooler [MHz],PhotoEm [V]
0,1017,0.0688828188014807
1,1020,0.09592882109738152
2,1023,0.09656037357805283
3,1026,0.13123961559883904
4,1029,0.15050511524559101
5,1032,0.1325643839033453
6,1035,0.10199320886343845
7,1038,0.07218840842192854
8,1041,0.05464543568311257
9,1044,0.041298479297842874
10,1047,0.03595225271297398
11,1050,0.028878091644143934
