,BN_cooler [MHz],PhotoEm [V]
0,1023,0.08626232542852202
1,1026,0.10332180480695034
2,1029,0.11250636779567552
3,1032,0.09286264821059426
4,1035,0.0606125555997118
5,1038,0.04150455676855901
6,1041,0.0320699979740745
7,1044,0.027880371162559193
8,1047,0.024046921163648427
9,1050,0.021383830622030062
