,BN_cooler [MHz],PhotoEm [V]
0,1017.0,0.09744069504858231
1,1019.5,0.11675888120015512
2,1022.0,0.14403684096116764
3,1024.5,0.15005429328454606
4,1026.0,0.15843425699061686
5,1028.5,0.16752439654424256
6,1031.0,0.13907729745403644
7,1033.5,0.1363348455468108
8,1036.0,0.11482158570277938
9,1038.5,0.09478583234833093
10,1041.0,0.08138165403079954
11,1042.5,0.07903183261559527
12,1045.0,0.0664985172797081
13,1047.5,0.061440071473616284
14,1050.0,0.05627142470079217
